epoch,score,avg_reward_per_step,num_episodes
0,64.41780449504972,0.031149808750024,28
1,72.89309526909791,0.0350784866550038,26
2,81.5153806199171,0.0396475586672748,24
3,95.10831543006692,0.0455499594971584,22
4,116.0500479317627,0.0562530528025994,19
5,287.56564247523784,0.1364163389351223,11
6,250.54506758309608,0.1167497985009767,13
7,231.6505911388049,0.1087561460745563,14
8,222.0520608128664,0.1015791678009452,15
9,205.8194687383981,0.0960875204194202,16
10,194.0206145686018,0.0910040406044098,17
11,190.03794325143164,0.0909272455748476,17
12,182.3758722498212,0.086270516674466,18
13,175.23177099692964,0.08222983153305,19
14,169.5364136242919,0.082419257960278,19
15,162.79484142938313,0.0786448509320691,20
16,159.94027769547955,0.0749134790142761,21
17,153.7927530670749,0.0717986708996614,22
18,149.4997015270239,0.0719786718955338,22
19,146.24855104401553,0.0691482510846409,23
20,142.82517723581242,0.0694674986555507,23
21,141.6097584327447,0.0668917139502809,24
22,139.24380009641268,0.0673000483791264,24
23,137.3838409255232,0.0650491671048878,25
24,136.47355457492836,0.0654549422421718,25
25,134.58769645985652,0.06339505250111,26
26,134.32838376604738,0.0638139590337517,26
27,133.64550008919562,0.0641293186608424,26
28,132.03692140192385,0.062310958660653,27
29,130.9231798062069,0.0625827819341333,27
30,130.0884161425436,0.0629663195268846,27
31,128.82755671448857,0.0609978961716328,28
32,127.66632105941837,0.061407561837142,28
33,126.1919335948934,0.0596652168297368,29
34,125.53789141327532,0.0600085523008008,29
35,125.43103928820028,0.0605070136460203,29
36,124.29568898838444,0.0587964470143729,30
37,123.22515192765135,0.0591291515967616,30
38,122.94166608898324,0.0595359157815899,30
39,122.3936709346297,0.0579515487379875,31
40,121.36353221470364,0.0582638176738855,31
41,119.23205567342646,0.0566154110510097,32
42,115.06294530370552,0.0547918787160502,33
43,110.25896618927808,0.0529836454537616,34
44,106.98636437916052,0.0514110352614899,35
45,105.56012808490216,0.0514676392417855,35
46,101.53571512672136,0.0483043364066229,37
47,96.9930184759668,0.0465417555067019,38
48,93.29526329199672,0.0450049509368049,39
49,89.38610570535013,0.0434757323469601,40
50,86.91155994075011,0.0422105682082322,41
51,83.57747539010366,0.0398937830024361,43
52,82.09047006995556,0.0398110912075439,43
53,80.52136360697612,0.0388054764370969,44
54,79.14205886358677,0.0378489042867464,45
55,78.08463073574104,0.0377767928087765,45
56,77.80331555276202,0.0378236828161215,45
57,77.78216714372029,0.0378686305470887,45
58,81.069409030548,0.0393159112660271,44
59,87.24242740152441,0.0421257495903063,42
60,104.747331203971,0.0503350942835036,37
61,134.50476221462353,0.0636859669576816,31
62,221.01706104352877,0.102560121133888,21
63,235.9357597089169,0.1142546051859161,19
64,236.8611490786844,0.1142049899125768,19
65,235.90837320420508,0.11418604704947,19
66,236.66420297526952,0.1141650762061116,19
67,236.93680161450715,0.1141314073287606,19
68,236.42338551044543,0.114159046600891,19
