epoch,score,avg_reward_per_step,num_episodes
0,64.4178045,0.031149809,28
1,107.2314674,0.051628054,30
2,76.02104674,0.03656616,45
3,60.41721127,0.029385803,56
4,51.61096986,0.025163808,66
5,128.0152214,0.060814832,33
6,184.246467,0.088537466,25
7,183.5619291,0.08799709,25
8,179.0963914,0.086311514,25
9,178.9067412,0.0863033,25
10,176.462363,0.084715489,25
11,175.578361,0.083648576,25
12,175.7035773,0.084676423,25
13,179.0850437,0.086892307,25
14,178.9187831,0.086727476,25
15,179.2059342,0.086572915,25
16,177.6116691,0.085554754,25
17,178.0776016,0.085696632,25
18,179.447044,0.086065729,25
19,178.077397,0.085001144,25
20,176.3250288,0.084325695,25
21,175.4505928,0.083547901,25
22,175.782455,0.084106438,25
23,175.6141217,0.083905457,25
24,177.3539547,0.085554247,25
25,179.0645813,0.086296184,25
26,181.1835471,0.087275312,25
27,184.1296201,0.088058164,25
28,183.985048,0.088073264,25
29,186.453377,0.088534367,25
30,190.6304816,0.09308129,24
31,191.2411827,0.093152062,24
32,190.7998284,0.089493353,25
33,190.8214563,0.089545498,25
34,201.6464878,0.095296072,24
35,215.7429097,0.102636969,23
36,247.2480487,0.119385827,21
37,247.344677,0.119030162,21
38,256.6538734,0.121234706,21
39,274.3281305,0.131257479,20
40,307.2709255,0.14425865,19
41,320.3383058,0.154603429,18
42,333.8094504,0.156939093,18
43,338.3958167,0.156447442,18
44,346.6104454,0.166001171,17
45,355.459002,0.166725611,17
46,327.4815152,0.155130988,18
47,367.6957794,0.17118053,17
48,368.0139856,0.170140539,17
49,369.8181072,0.171132858,17
50,369.4588175,0.171681607,17
51,370.0642619,0.171564331,17
52,368.8587618,0.171642048,17
53,370.428972,0.171813067,17
54,363.0049646,0.169866619,17
55,361.1215527,0.168041672,17
56,365.5907432,0.178249997,16
57,367.6497241,0.178557418,16
58,369.9870861,0.176520556,16
59,369.4569875,0.177452924,16
60,369.7684444,0.178373586,16
61,368.6587516,0.17801002,16
62,369.026971,0.176399126,16
63,369.7587373,0.176748918,16
64,369.3415023,0.177312291,16
65,369.0537014,0.176665247,16
66,369.1859548,0.177067604,16
67,369.0596099,0.175994092,16
68,370.1356049,0.174922309,16
69,369.3295673,0.174706512,16
70,370.2002953,0.175035601,16
71,369.2838963,0.175265257,16
72,369.1131606,0.175851911,16
73,365.4176846,0.1739256,16
74,367.3310008,0.175336993,16
75,364.1587404,0.17465647,16
76,365.5918418,0.174257313,16
77,366.7768282,0.174905497,16
78,367.3683213,0.175104062,16
79,366.7731303,0.175489536,16
80,364.9580118,0.175039814,16
81,367.6050437,0.176140414,16
82,368.8670223,0.177169559,16
83,368.1647748,0.177257956,16
84,368.8616953,0.177081947,16
85,369.5616309,0.176739183,16
86,368.7784619,0.176196112,16
87,368.7783285,0.177382553,16
88,368.0263994,0.177106063,16
89,367.9522189,0.177583117,16
90,368.8964964,0.177268859,16
91,368.9088323,0.178302964,16
92,368.7124791,0.178035963,16
93,368.158914,0.179152756,16
94,368.7622314,0.179621155,16
95,369.4938762,0.179627553,16
96,368.09951,0.178862736,16
97,366.4796405,0.178162198,16
98,365.3580932,0.176416269,16
99,367.9011056,0.17645137,16
100,366.3000881,0.175767797,16
101,367.0231263,0.175693215,16
102,367.2410175,0.176303897,16
103,367.4113329,0.177236533,16
104,366.570197,0.176405292,16
105,367.1966446,0.176282595,16
106,366.0474874,0.175730911,16
107,367.186502,0.176447142,16
108,366.2640384,0.17608848,16
109,366.4438532,0.176090271,16
110,367.3773465,0.177049324,16
111,366.5340414,0.175543123,16
112,366.3314219,0.175951692,16
113,365.9080494,0.175748343,16
114,367.1600508,0.176604161,16
115,366.5025993,0.176033909,16
116,367.5028808,0.176514352,16
117,369.1499214,0.176457897,16
118,369.4277924,0.176422059,16
119,368.5353387,0.176501599,16
120,370.038563,0.176545116,16
121,371.8234021,0.176386813,16
122,368.7231084,0.177270725,16
123,369.2108628,0.177419924,16
124,369.1077997,0.17703012,16
125,369.306136,0.176279778,16
126,369.4323604,0.176508533,16
127,371.4900644,0.175728507,16
128,367.4291814,0.175551448,16
129,367.7976086,0.175643557,16
130,368.9073716,0.175419578,16
131,367.5705125,0.176716593,16
132,367.9644824,0.176906001,16
133,369.8331899,0.177463143,16
134,370.1583044,0.177109237,16
135,370.7741991,0.177488846,16
136,368.6518673,0.176135627,16
137,368.6685617,0.176396441,16
138,369.1867148,0.177067969,16
139,370.3262301,0.176851113,16
140,368.7968906,0.176796208,16
141,369.7855631,0.177185224,16
142,368.2695008,0.176882565,16
143,370.6015283,0.176729389,16
144,376.3083822,0.179365292,16
145,369.3759803,0.17749927,16
146,368.9952603,0.176891304,16
147,367.9521914,0.175885369,16
148,366.0745632,0.175743909,16
149,365.6319994,0.17460936,16
150,366.3148041,0.175019018,16
151,366.3946289,0.174890038,16
152,364.3177746,0.174984522,16
153,366.6219837,0.174581897,16
154,365.445881,0.174770866,16
155,364.1408062,0.173897233,16
156,364.4424117,0.173626685,16
157,365.8851702,0.17431404,16
158,366.9784611,0.173512275,16
159,367.4796809,0.174823825,16
160,365.9215043,0.174747614,16
161,364.723837,0.174425556,16
162,365.2508219,0.175516974,16
163,363.3072127,0.173997707,16
164,362.3820596,0.174557832,16
165,363.7568167,0.174380066,16
166,364.0421421,0.175441996,16
167,363.7465092,0.175384045,16
168,364.4038155,0.175109955,16
169,361.8178411,0.173617006,16
170,363.6656455,0.17416937,16
171,363.6844678,0.17569298,16
172,363.765126,0.17547763,16
173,368.2090073,0.177023561,16
174,367.7149802,0.17738301,16
175,368.5050178,0.177764119,16
176,367.8235597,0.176668376,16
177,370.1705927,0.177539853,16
178,375.2939749,0.178626356,16
179,376.0683387,0.178739705,16
180,380.1094719,0.179381535,16
181,383.3117285,0.180297144,16
182,382.6521314,0.179986892,16
