epoch,score,avg_reward_per_step,num_episodes
0,0.3347401252003827,0.0001115800417334,3
1,-0.8035267197317904,-0.0002678422399105,3
2,0.1096878434609651,3.656261448698837e-05,3
3,-0.3130848576299741,-0.0001043616192099,3
4,-0.0367107228813721,-1.2236907627124043e-05,3
5,-0.4832178159010793,-0.0001610726053003,3
6,-0.9492988839702048,-0.0003164329613234,3
7,-0.288742129490304,-9.6247376496768e-05,3
8,-2.110620517281556,-0.0007035401724271,3
9,-1.7640098052136224,-0.0005880032684045,3
10,-1.664068074513955,-0.0005546893581713,3
11,-3.2934413907406874,-0.0010978137969135,3
12,-3.18330893351077,-0.0010611029778369,3
13,-3.569322897818244,-0.0011897742992727,3
14,-3.8504363135843818,-0.0012834787711947,3
15,-4.546395486630192,-0.00151546516221,3
16,-5.506267986652055,-0.0018354226622173,3
17,-7.612397783376178,-0.002537465927792,3
18,-8.876606571881512,-0.0029588688572938,3
19,-8.280741491096572,-0.0027602471636988,3
20,-9.663323661222629,-0.0032211078870742,3
21,-10.700617462388292,-0.0035668724874627,3
22,-10.989319157095885,-0.0036631063856986,3
23,-11.682193631415691,-0.0038940645438052,3
24,-12.604259289204576,-0.0042014197630681,3
25,-14.382582876848922,-0.0047941942922829,3
26,-12.60040354541083,-0.0042001345151369,3
27,-13.57005499232828,-0.0045233516641094,3
28,-16.6516579019257,-0.0055505526339752,3
29,-18.002193785518383,-0.0060007312618394,3
30,-16.952314695592833,-0.0056507715651976,3
31,-18.61877787014904,-0.0062062592900496,3
32,-19.73639460639073,-0.0065787982021302,3
33,-19.985639869335035,-0.006661879956445,3
34,-18.42283411939528,-0.006140944706465,3
35,-18.049796991246005,-0.006016598997082,3
36,-18.494428270930843,-0.0061648094236436,3
37,-19.21651383427493,-0.0064055046114249,3
38,-15.335330466504104,-0.005111776822168,3
39,-13.45212953053435,-0.0044840431768447,3
40,-13.20367846567408,-0.0044012261552246,3
41,-13.178293120807323,-0.0043927643736024,3
