epoch,score,avg_reward_per_step,num_episodes,Unnamed: 4,Unnamed: 5
67,-41.15509009,-0.013718363,3,,
68,-44.91927807,-0.014973093,3,,
69,-46.55109215,-0.015517031,3,,
70,-47.66739549,-0.015889132,3,,
71,-48.70100928,-0.01623367,3,,
72,-31.06239542,-0.010354132,3,,
73,-32.06674239,-0.010688914,3,,
74,-34.47722205,-0.011492407,3,,
75,-17.06658724,-0.005688862,3,,
76,-34.96513235,-0.011655044,3,,
77,-14.9545615,-0.004984854,3,,
78,-32.87161257,-0.010957204,3,,
79,-48.73774046,-0.016245913,3,,
80,-29.41001915,-0.00980334,3,,
81,-13.50749444,-0.004502498,3,,
82,-12.41516063,-0.004138387,3,,
83,-12.81072904,-0.004270243,3,,
84,-12.04679013,-0.004015597,3,,
85,-12.10154859,-0.00403385,3,,
86,4.722615538,0.001574205,3,,
87,4.623004852,0.001541002,3,,
88,3.903396056,0.001301132,3,,
89,2.59862316,0.000866208,3,,
90,1.079255574,0.000359752,3,,
91,-0.300534317,-0.000100178,3,,
92,-2.249983259,-0.000749994,3,,
93,-0.53190356,-0.000177301,3,,
94,-4.3856711,-0.00146189,3,,
95,-0.82179668,-0.000273932,3,,
96,-0.139657067,-4.66e-05,3,,
97,-2.046216004,-0.000682072,3,,
98,-1.659597611,-0.000553199,3,,
99,2.099864917,0.000699955,3,,
100,2.953704824,0.000984568,3,,
101,2.875882168,0.000958627,3,,
102,4.867747165,0.001622582,3,,
103,5.019982028,0.001673327,3,,
104,4.629747183,0.001543249,3,,
105,4.256898968,0.001418966,3,,
106,4.235084148,0.001411695,3,,
107,4.386109552,0.001462037,3,,
108,4.604886888,0.001534962,3,,
109,3.528534081,0.001176178,3,,
110,1.413964107,0.000471321,3,,
111,3.786113563,0.001262038,3,,
112,-10.27825363,-0.003426085,3,,
113,1.5046466,0.000501549,3,,
114,0.417940472,0.000139313,3,,
115,-1.333457082,-0.000444486,3,,
116,-1.505532938,-0.000501844,3,,
117,-3.318750821,-0.00110625,3,,
118,-1.473838648,-0.00049128,3,,
119,-1.643655205,-0.000547885,3,,
120,-0.741129373,-0.000247043,3,,
121,-1.717500895,-0.0005725,3,,
122,-3.265530848,-0.00108851,3,,
123,-0.40368814,-0.000134563,3,,
124,1.960108887,0.00065337,3,,
125,2.950906431,0.000983635,3,,
126,2.404319885,0.00080144,3,,
127,4.073599369,0.001357866,3,,
128,5.195724558,0.001731908,3,,
129,2.481899022,0.0008273,3,,
130,3.508028621,0.001169343,3,,
131,2.777697045,0.000925899,3,,
132,-0.678639071,-0.000226213,3,,
133,-1.146799728,-0.000382267,3,,
134,-4.889868962,-0.001629956,3,,
135,-6.830318463,-0.002276773,3,,
136,-9.663478144,-0.003221159,3,,
137,-13.75907683,-0.004586359,3,,
138,-11.8740726,-0.003958024,3,,
139,-11.78712263,-0.003929041,3,,
140,-12.85024886,-0.004283416,3,,
141,-8.773383219,-0.002924461,3,,
142,-8.98578337,-0.002995261,3,,
143,-6.090992431,-0.002030331,3,,
144,-5.412044107,-0.001804015,3,,
145,-2.355369227,-0.000785123,3,,
146,-0.750907378,-0.000250302,3,,
147,1.194550719,0.000398184,3,,
148,-0.396255249,-0.000132085,3,,
149,-1.407705841,-0.000469235,3,,
150,-2.449497102,-0.000816499,3,,
151,-2.232775765,-0.000744259,3,,
152,-4.496371784,-0.001498791,3,,
153,-3.823286576,-0.001274429,3,,
154,-2.805313373,-0.000935104,3,,
155,-8.256221577,-0.002752074,3,,
156,-12.28935033,-0.00409645,3,,
157,-17.30265442,-0.005767551,3,,
158,-14.35372525,-0.004784575,3,,
159,-7.909667593,-0.002636556,3,,
160,-12.40709032,-0.004135697,3,,
161,-9.823435155,-0.003274478,3,,
162,-10.03024378,-0.003343415,3,,
163,-10.88450447,-0.003628168,3,,
164,-12.7689865,-0.004256329,3,,
165,-10.3261385,-0.003442046,3,,
166,-0.069868925,-2.33e-05,3,,
167,-15.90742639,-0.005302475,3,,
168,36.66285066,0.01222095,3,,
169,61.22755029,0.020409183,3,,
170,6.561529779,0.002187177,3,,
171,210.0846723,0.070028224,3,,
172,154.6594397,0.051553147,3,,
173,259.3955219,0.086465174,3,,
174,649.5988354,0.216532945,3,,
175,648.7979959,0.216265999,3,,
176,999.6570581,0.333219019,3,,
177,861.2028849,0.287067628,3,,
178,669.9897191,0.223329906,3,,
179,835.5111341,0.278503711,3,,
180,785.202692,0.261734231,3,,
181,898.9715161,0.299657172,3,,
182,1040.029826,0.346676609,3,,
183,1072.882797,0.357627599,3,,
184,942.7842396,0.314261413,3,,
185,1049.655679,0.349885226,3,,
186,966.8358901,0.32227863,3,,
187,895.136889,0.298378963,3,,
188,819.7298318,0.273243277,3,,
189,841.0565589,0.280352186,3,,
190,798.1279539,0.266042651,3,,
191,736.9051051,0.245635035,3,,
192,720.48021,0.24016007,3,,
193,500.8078683,0.166935956,3,,
194,608.9498181,0.202983273,3,,
195,625.285975,0.208428658,3,,
196,681.8112248,0.227270408,3,,
197,817.6152974,0.272538432,3,,
198,743.5367404,0.24784558,3,,
199,631.2752476,0.210425083,3,,
200,877.4422709,0.292480757,3,,
201,830.4662966,0.276822099,3,,
202,875.7906782,0.291930226,3,,
203,887.1029776,0.295700993,3,,
204,615.0816266,0.205027209,3,,
205,1020.939574,0.340313191,3,,
206,854.7957414,0.284931914,3,,
207,1049.299234,0.349766411,3,,
208,1045.436753,0.348478918,3,,
209,1016.097772,0.338699257,3,,
210,1081.828279,0.360609426,3,,
211,1129.174436,0.376391479,3,,
212,1205.594306,0.401864769,3,,
213,1150.113701,0.383371234,3,,
214,1153.013135,0.384337712,3,,
215,1217.986577,0.405995526,3,,
216,1206.196363,0.402065454,3,,
217,1194.857527,0.398285842,3,,
218,1192.749409,0.397583136,3,,
219,1225.086836,0.408362279,3,,
220,1244.665695,0.414888565,3,,
221,1314.226991,0.438075664,3,,
222,1229.587978,0.409862659,3,,
223,1260.52711,0.420175703,3,,
224,1231.114859,0.41037162,3,,
225,1261.168577,0.420389526,3,,
226,1198.444982,0.399481661,3,,
227,1297.499281,0.43249976,3,,
228,1396.862858,0.465620953,3,,
229,1292.667241,0.43088908,3,,
230,1263.250338,0.421083446,3,,
231,1310.276264,0.436758755,3,,
232,1314.064826,0.438021609,3,,
233,1381.001898,0.460333966,3,,
234,1325.389941,0.441796647,3,,
235,1396.849088,0.465616363,3,,
236,1366.254829,0.455418276,3,,
237,1340.157035,0.446719012,3,,
238,1321.409544,0.440469848,3,,
239,1264.757752,0.421585917,3,,
240,1200.297358,0.400099119,3,,
241,1232.303072,0.410767691,3,,
242,1283.899537,0.427966512,3,,
243,1247.754443,0.415918148,3,,
244,1247.06789,0.415689297,3,,
245,1229.776528,0.409925509,3,,
246,1170.999618,0.390333206,3,,
247,1300.030463,0.433343488,3,,
248,1230.264265,0.410088088,3,,
249,1236.530342,0.412176781,3,,
250,1289.452534,0.429817511,3,,
251,1204.917257,0.401639086,3,,
252,1270.684625,0.423561542,3,,
253,1226.91345,0.40897115,3,,
254,1303.487241,0.434495747,3,,
255,1306.913792,0.435637931,3,,
256,1349.489517,0.449829839,3,,
257,1220.579963,0.406859988,3,,
258,1367.226986,0.455742329,3,,
259,1318.523746,0.439507915,3,,
260,1325.042354,0.441680785,3,,
261,1347.440077,0.449146692,3,,
262,1371.1781,0.457059367,3,,
263,1379.755643,0.459918548,3,,
264,1391.932896,0.463977632,3,,
265,1406.045262,0.468681754,3,,
266,1414.007986,0.471335995,3,,
267,1398.648138,0.466216046,3,,
268,1394.034914,0.464678305,3,,
269,1452.489436,0.484163145,3,,
270,1484.267757,0.494755919,3,,
271,1441.15945,0.480386483,3,,
272,1477.216085,0.492405362,3,,
273,1603.339701,0.534446567,3,,
274,1595.586877,0.531862292,3,,
275,1573.554923,0.524518308,3,,
276,1650.888431,0.550296144,3,,
277,1674.635042,0.558211681,3,,
278,1602.613458,0.534204486,3,,
279,1571.069835,0.523689945,3,,
280,1523.096949,0.507698983,3,,
281,1597.544985,0.532514995,3,,
282,1515.78636,0.50526212,3,,
283,1582.41697,0.527472323,3,,
284,1624.220954,0.541406985,3,,
285,1508.093408,0.502697803,3,,
286,1555.85644,0.518618813,3,,
287,1480.931613,0.493643871,3,,
288,1552.864006,0.517621335,3,,
289,1633.192642,0.544397547,3,,
290,1558.641525,0.519547175,3,,
291,1626.39008,0.542130027,3,,
292,1685.269873,0.561756624,3,,
293,1704.653992,0.568217997,3,,
294,1678.45229,0.559484097,3,,
295,1683.837467,0.561279156,3,,
296,1791.295464,0.597098488,3,,
297,1808.505212,0.602835071,3,,
298,1831.554185,0.610518062,3,,
299,1872.357595,0.624119198,3,,
300,1845.780744,0.615260248,3,,
301,1812.693737,0.604231246,3,,
302,1829.613792,0.609871264,3,,
303,1853.069917,0.617689972,3,,
304,1905.818277,0.635272759,3,,
305,1892.719535,0.630906512,3,,
306,1864.571756,0.621523919,3,,
307,1788.359176,0.596119725,3,,
308,1756.798684,0.585599561,3,,
309,1766.654638,0.588884879,3,,
310,1723.033912,0.574344637,3,,
311,1723.056202,0.574352067,3,,
312,1760.856857,0.586952286,3,,
313,1754.869717,0.584956572,3,,
314,1705.28361,0.56842787,3,,
315,1726.342131,0.575447377,3,,
316,1769.251685,0.589750562,3,,
317,1720.527182,0.573509061,3,,
318,1690.053573,0.563351191,3,,
319,1716.13961,0.572046537,3,,
320,1743.910163,0.581303388,3,,
321,1777.898466,0.592632822,3,,
322,1802.202915,0.600734305,3,,
323,1819.094467,0.606364822,3,,
324,1771.21617,0.59040539,3,,
325,1713.372076,0.571124025,3,,
326,1741.980451,0.58066015,3,,
327,1808.586823,0.602862274,3,,
328,1673.580947,0.557860316,3,,
329,1232.065271,0.410688424,3,,
330,1818.595017,0.606198339,3,,
331,1767.440334,0.589146778,3,,
332,1820.296018,0.606765339,3,,
333,1778.004,0.592668,3,,
334,1867.618841,0.622539614,3,,
335,1890.311556,0.630103852,3,,
336,1900.157415,0.633385805,3,,
337,1911.842694,0.637280898,3,,
338,1881.97331,0.627324437,3,,
339,1863.028224,0.621009408,3,,
340,1947.675049,0.649225016,3,,
341,1900.553401,0.6335178,3,,
342,1837.744643,0.612581548,3,,
343,1839.608751,0.613202917,3,,
344,1929.444625,0.643148208,3,,
345,1830.609554,0.610203185,3,,
346,1892.658781,0.63088626,3,,
347,1863.627928,0.621209309,3,,
348,1887.209674,0.629069891,3,,
349,1853.690197,0.617896732,3,,
350,1900.032227,0.633344076,3,,
351,1886.456627,0.628818876,3,,
352,1868.30884,0.622769613,3,,
353,1909.646059,0.636548686,3,,
354,1853.015456,0.617671819,3,,
355,1877.044076,0.625681359,3,,
356,1810.059131,0.603353044,3,,
357,1818.825504,0.606275168,3,,
358,1963.420824,0.654473608,3,,
359,1934.414825,0.644804942,3,,
360,1910.625255,0.636875085,3,,
361,1944.100881,0.648033627,3,,
362,1907.695019,0.63589834,3,,
363,2032.615068,0.677538356,3,,
364,2015.986401,0.671995467,3,,
365,1886.678567,0.628892856,3,,
366,1953.886457,0.651295486,3,,
367,1889.418184,0.629806061,3,,
368,1973.999458,0.657999819,3,,
369,1985.064163,0.661688054,3,,
370,1961.536028,0.653845343,3,,
371,1897.820671,0.63260689,3,,
372,1896.575001,0.632191667,3,,
373,2002.8246,0.6676082,3,,
374,1961.750261,0.653916754,3,,
375,1983.346865,0.661115622,3,,
376,1950.730397,0.650243466,3,,
377,1955.595058,0.651865019,3,,
378,2069.040816,0.689680272,3,,
379,2052.665156,0.684221719,3,,
380,2077.517873,0.692505958,3,,
381,2102.516287,0.700838762,3,,
382,1971.558858,0.657186286,3,,
383,2014.651522,0.671550507,3,,
384,2082.82028,0.694273427,3,,
385,2033.149707,0.677716569,3,,
386,2146.053331,0.71535111,3,,
387,2080.859628,0.693619876,3,,
388,2079.350385,0.693116795,3,,
389,2045.12261,0.681707537,3,,
390,2052.376453,0.684125484,3,,
391,1946.294763,0.648764921,3,,
392,2016.088632,0.672029544,3,,
393,1878.351583,0.626117194,3,,
394,1769.914275,0.589971425,3,,
395,1843.797541,0.61459918,3,,
396,2031.474107,0.677158036,3,,
397,1898.539194,0.632846398,3,,
398,1941.09229,0.647030763,3,,
399,1962.540195,0.654180065,3,,
400,1834.812062,0.611604021,3,,
401,1928.33241,0.64277747,3,,
402,1987.96083,0.66265361,3,,
403,1960.757961,0.653585987,3,,
404,1906.622007,0.635540669,3,,
405,1968.781713,0.656260571,3,,
406,1959.510836,0.653170279,3,,
407,1951.927011,0.650642337,3,,
408,1979.231196,0.659743732,3,,
409,2024.98634,0.674995447,3,,
410,1965.286482,0.655095494,3,,
411,1960.847914,0.653615971,3,,
412,1992.843071,0.664281024,3,,
413,2054.998607,0.684999536,3,,
414,2038.048287,0.679349429,3,,
415,2001.247364,0.667082455,3,,
416,2042.014693,0.680671564,3,,
417,1949.713194,0.649904398,3,,
418,1961.024562,0.653674854,3,,
419,1895.311917,0.631770639,3,,
420,1835.21759,0.611739197,3,,
421,1874.063121,0.624687707,3,,
422,1843.331175,0.614443725,3,,
423,1878.969852,0.626323284,3,,
424,1858.573301,0.619524434,3,,
425,1893.344403,0.631114801,3,,
426,1873.117799,0.6243726,3,,
427,1874.697176,0.624899059,3,,
428,1824.227192,0.608075731,3,,
429,1830.732333,0.610244111,3,,
430,1894.511494,0.631503831,3,,
431,1941.192361,0.64706412,3,,
432,1972.649333,0.657549778,3,,
433,1931.496547,0.643832182,3,,
434,1964.947396,0.654982465,3,,
435,1939.768238,0.646589413,3,,
436,1898.683079,0.63289436,3,,
437,1900.581938,0.633527313,3,,
438,1895.870306,0.631956769,3,,
439,1850.535456,0.616845152,3,,
440,1822.017441,0.607339147,3,,
441,1837.566343,0.612522114,3,,
442,1769.875555,0.589958518,3,,
443,1801.531295,0.600510432,3,,
444,1725.0121,0.575004033,3,,
445,1850.269911,0.616756637,3,,
446,1872.413861,0.624137954,3,,
447,1907.286658,0.635762219,3,,
448,1898.532007,0.632844002,3,,
449,1944.656215,0.648218738,3,,
450,2015.564667,0.671854889,3,,
451,1996.071465,0.665357155,3,,
452,2035.432436,0.678477479,3,,
453,1916.538143,0.638846048,3,,
454,1976.9737,0.658991233,3,,
455,1895.823276,0.631941092,3,,
456,1968.717445,0.656239148,3,,
457,1886.20923,0.62873641,3,,
458,1857.258522,0.619086174,3,,
459,1899.465084,0.633155028,3,,
460,1925.918742,0.641972914,3,,
461,1907.15861,0.635719537,3,,
462,1898.618779,0.632872926,3,,
463,1889.581179,0.629860393,3,,
464,1969.790477,0.656596826,3,,
465,1939.265982,0.646421994,3,,
466,1903.174939,0.634391646,3,,
467,2010.423479,0.67014116,3,,
468,1943.031764,0.647677255,3,,
469,2026.895308,0.675631769,3,,
470,2016.472665,0.672157555,3,,
471,2005.296853,0.668432284,3,,
472,1951.931365,0.650643788,3,,
473,1920.100425,0.640033475,3,,
474,2046.8807,0.682293567,3,,
475,1987.074819,0.662358273,3,,
476,1952.249211,0.650749737,3,,
477,1965.340065,0.655113355,3,,
478,1904.455368,0.634818456,3,,
479,1938.942795,0.646314265,3,,
480,1943.525096,0.647841699,3,,
481,1962.714202,0.654238067,3,,
482,1980.90309,0.66030103,3,,
483,2012.341022,0.670780341,3,,
484,2001.819158,0.667273053,3,,
485,2003.529191,0.667843064,3,,
486,1995.020237,0.665006746,3,,
487,2033.135354,0.677711785,3,,
488,2014.830845,0.671610282,3,,
489,2111.983792,0.703994597,3,,
490,2065.486974,0.688495658,3,,
491,2091.895959,0.697298653,3,,
492,2085.709194,0.695236398,3,,
493,2050.802053,0.683600684,3,,
494,1968.70249,0.656234163,3,,
495,2071.314013,0.690438004,3,,
496,1999.500752,0.666500251,3,,
497,2028.522101,0.676174034,3,,
498,2010.966776,0.670322259,3,,
499,2070.925893,0.690308631,3,,
500,2099.091905,0.699697302,3,,
501,1989.193635,0.663064545,3,,
502,2018.837542,0.672945847,3,,
503,2021.425763,0.673808588,3,,
504,1901.220211,0.63374007,3,,
505,1978.427514,0.659475838,3,,
506,1967.522271,0.655840757,3,,
507,1884.634859,0.62821162,3,,
508,1937.299516,0.645766505,3,,
509,1967.733201,0.655911067,3,,
510,2001.643433,0.667214478,3,,
511,2010.964888,0.670321629,3,,
512,1962.596222,0.654198741,3,,
513,1979.212238,0.659737413,3,,
514,1969.398222,0.656466074,3,,
515,1962.243663,0.654081221,3,,
516,2048.087588,0.682695863,3,,
517,2144.754712,0.714918237,3,,
518,2091.39868,0.697132893,3,,
519,2043.174083,0.681058028,3,,
520,2056.106269,0.685368756,3,,
521,2004.340559,0.66811352,3,,
522,1933.631849,0.64454395,3,,
523,2020.680669,0.673560223,3,,
524,2038.005113,0.679335038,3,,
525,2012.454184,0.670818061,3,,
526,2035.934383,0.678644794,3,,
527,2077.686707,0.692562236,3,,
528,1967.455659,0.655818553,3,,
529,1991.992103,0.663997368,3,,
530,1920.958331,0.640319444,3,,
531,1960.620354,0.653540118,3,,
532,1967.852915,0.655950972,3,,
533,1958.821243,0.652940414,3,,
534,1914.368435,0.638122812,3,,
535,1837.496766,0.612498922,3,,
536,1838.184009,0.612728003,3,,
537,1843.670556,0.614556852,3,,
538,1813.572431,0.604524144,3,,
539,1786.8906,0.5956302,3,,
540,1800.092521,0.60003084,3,,
541,1868.502559,0.622834186,3,,
542,1788.265919,0.59608864,3,,
543,1747.096526,0.582365509,3,,
544,1828.237845,0.609412615,3,,
545,1822.423507,0.607474502,3,,
546,1816.486474,0.605495491,3,,
547,1729.67543,0.576558477,3,,
548,1813.714945,0.604571648,3,,
549,1818.74267,0.606247557,3,,
550,1806.253254,0.602084418,3,,
551,1825.339162,0.608446387,3,,
552,1819.066833,0.606355611,3,,
553,1822.075517,0.607358506,3,,
554,1653.792917,0.551264306,3,,
555,1858.898804,0.619632935,3,,
556,1846.190307,0.615396769,3,,
557,1818.971329,0.606323776,3,,
558,1763.691862,0.587897287,3,,
559,1759.60592,0.586535307,3,,
560,1764.405855,0.588135285,3,,
561,1861.102537,0.620367512,3,,
562,1905.426631,0.63514221,3,,
563,1924.438795,0.641479598,3,,
564,1857.667325,0.619222442,3,,
565,1875.257177,0.625085726,3,,
566,1884.338506,0.628112835,3,,
567,1886.879796,0.628959932,3,,
568,1809.867737,0.603289246,3,,
569,1863.433655,0.621144552,3,,
570,1911.795056,0.637265019,3,,
571,1793.642416,0.597880805,3,,
572,1861.266634,0.620422211,3,,
573,1974.183469,0.658061156,3,,
574,1911.114431,0.637038144,3,,
575,1895.698253,0.631899418,3,,
576,1885.521679,0.628507226,3,,
577,1830.692909,0.61023097,3,,
578,1975.555053,0.658518351,3,,
579,2016.609101,0.672203034,3,,
580,2020.670662,0.673556887,3,,
581,2030.260721,0.676753574,3,,
582,2018.834934,0.672944978,3,,
583,2038.960193,0.679653398,3,,
584,2131.711359,0.710570453,3,,
585,2039.674314,0.679891438,3,,
586,2072.983988,0.690994663,3,,
587,2194.092793,0.731364264,3,,
588,2042.413472,0.680804491,3,,
589,2148.897038,0.716299013,3,,
590,2120.239176,0.706746392,3,,
591,2082.297364,0.694099121,3,,
592,2094.11489,0.698038297,3,,
593,2061.888311,0.687296104,3,,
594,2097.996286,0.699332095,3,,
595,2128.876608,0.709625536,3,,
596,2052.777051,0.684259017,3,,
597,1667.999984,0.555999995,3,,
598,2206.131123,0.735377041,3,,
599,2159.925305,0.719975102,3,,
600,2178.472862,0.726157621,3,,
601,2150.541013,0.716847004,3,,
602,2172.541872,0.724180624,3,,
603,2088.638526,0.696212842,3,,
604,2172.878891,0.724292964,3,,
605,2122.331084,0.707443695,3,,
606,2215.915059,0.738638353,3,,
607,2184.185595,0.728061865,3,,
608,2175.390169,0.725130056,3,,
609,2180.040106,0.726680035,3,,
610,2134.815735,0.711605245,3,,
611,1978.886552,0.659628851,3,,
612,2033.290974,0.677763658,3,,
613,2132.762614,0.710920871,3,,
614,2070.087331,0.69002911,3,,
615,2024.557086,0.674852362,3,,
616,1626.773171,0.542257724,3,,
617,2027.145709,0.675715236,3,,
618,2005.655396,0.668551799,3,,
619,2107.798857,0.702599619,3,,
620,2113.282874,0.704427625,3,,
621,1974.638813,0.658212938,3,,
622,2072.694516,0.690898172,3,,
623,1995.203596,0.665067865,3,,
624,2042.885551,0.68096185,3,,
625,2060.73544,0.686911813,3,,
626,1995.48847,0.665162823,3,,
627,2100.839726,0.700279909,3,,
628,2115.98108,0.705327027,3,,
629,2059.652543,0.686550848,3,,
630,2062.317011,0.687439004,3,,
631,1995.921507,0.665307169,3,,
632,2040.086228,0.680028743,3,,
633,1950.986628,0.650328876,3,,
634,2036.642772,0.678880924,3,,
635,1555.048718,0.518349573,3,,
636,2119.786221,0.706595407,3,,
637,2043.267709,0.681089236,3,,
638,2123.183092,0.707727697,3,,
639,2140.59823,0.713532743,3,,
640,2138.015306,0.712671769,3,,
641,2174.818821,0.724939607,3,,
642,2060.282355,0.686760785,3,,
643,2209.834014,0.736611338,3,,
644,2060.234712,0.686744904,3,,
645,2068.492744,0.689497581,3,,
646,2153.462978,0.717820993,3,,
647,2156.552482,0.718850827,3,,
648,2130.284982,0.710094994,3,,
649,2135.076481,0.71169216,3,,
650,2114.544634,0.704848211,3,,
651,2143.729567,0.714576522,3,,
652,2189.64905,0.729883017,3,,
653,2177.60725,0.725869083,3,,
654,2176.457967,0.725485989,3,,
655,2177.747067,0.725915689,3,,
656,2227.858063,0.742619354,3,,
657,2230.920958,0.743640319,3,,
658,2110.913844,0.703637948,3,,
659,2171.264115,0.723754705,3,,
660,2125.435739,0.70847858,3,,
661,2061.21774,0.68707258,3,,
662,2112.132642,0.704044214,3,,
663,1753.29372,0.58443124,3,,
664,2078.629232,0.692876411,3,,
665,2140.208516,0.713402839,3,,
666,2160.087588,0.720029196,3,,
667,2158.014895,0.719338298,3,,
668,2129.558582,0.709852861,3,,
669,2117.568964,0.705856321,3,,
670,2095.313532,0.698437844,3,,
671,2060.625011,0.686875004,3,,
672,2133.318467,0.711106156,3,,
673,2160.348686,0.720116229,3,,
674,2111.578612,0.703859537,3,,
675,2237.426623,0.745808874,3,,
676,2214.408063,0.738136021,3,,
677,2121.758241,0.707252747,3,,
678,2213.786653,0.737928884,3,,
679,2176.010271,0.725336757,3,,
680,2130.919998,0.710306666,3,,
681,2091.89552,0.697298507,3,,
682,2143.914173,0.714638058,3,,
683,2130.770177,0.710256726,3,,
684,2206.513306,0.735504435,3,,
685,2274.395962,0.758131987,3,,
686,2183.541838,0.727847279,3,,
687,2154.221814,0.718073938,3,,
688,2229.631983,0.743210661,3,,
689,2215.092095,0.738364032,3,,
690,2176.275082,0.725425027,3,,
691,2189.49086,0.729830287,3,,
692,2187.046912,0.729015637,3,,
693,1695.075634,0.565025211,3,,
694,2138.005422,0.712668474,3,,
695,2171.517382,0.723839127,3,,
696,2303.822681,0.767940894,3,,
697,2205.038057,0.735012686,3,,
698,2179.852427,0.726617476,3,,
699,2231.289586,0.743763195,3,,
700,2189.896109,0.72996537,3,,
701,2318.060559,0.772686853,3,,
702,2158.734892,0.719578297,3,,
703,2128.251954,0.709417318,3,,
704,2126.857316,0.708952439,3,,
705,2272.678435,0.757559478,3,,
706,2237.86383,0.74595461,3,,
707,2123.027667,0.707675889,3,,
708,1749.417185,0.583139062,3,,
709,2206.547413,0.735515804,3,,
710,2094.516239,0.69817208,3,,
711,2229.135272,0.743045091,3,,
712,2129.283178,0.709761059,3,,
713,2391.78746,0.797262487,3,,
714,2077.365645,0.692455215,3,,
715,2209.586976,0.736528992,3,,
716,2254.242131,0.751414044,3,,
717,2218.224004,0.739408001,3,,
718,2256.958492,0.752319497,3,,
719,2283.284727,0.761094909,3,,
720,2177.175826,0.725725275,3,,
721,2295.41452,0.765138173,3,,
722,2184.710612,0.728236871,3,,
723,2226.47305,0.742157683,3,,
724,2302.975584,0.767658528,3,,
725,2253.738078,0.751246026,3,,
726,2158.961456,0.719653819,3,,
727,2210.356732,0.736785577,3,,
728,2314.043568,0.771347856,3,,
729,2189.846585,0.729948862,3,,
730,2174.059274,0.724686425,3,,
731,2283.470752,0.761156917,3,,
732,2198.805826,0.732935275,3,,
733,2225.05143,0.74168381,3,,
734,2207.1966,0.7357322,3,,
735,2215.859052,0.738619684,3,,
736,2262.596328,0.754198776,3,,
737,2243.76149,0.747920497,3,,
738,2194.995069,0.731665023,3,,
739,2283.718085,0.761239362,3,,
740,2146.638896,0.715546299,3,,
741,2114.755157,0.704918386,3,,
742,2162.080753,0.720693584,3,,
743,2180.433213,0.726811071,3,,
744,2212.414433,0.737471478,3,,
745,2110.678236,0.703559412,3,,
746,2153.499496,0.717833165,3,,
747,2146.22983,0.715409943,3,,
748,2200.864244,0.733621415,3,,
749,2163.187063,0.721062354,3,,
750,2110.776578,0.703592193,3,,
751,2214.129447,0.738043149,3,,
752,2254.34022,0.75144674,3,,
753,2121.28024,0.707093413,3,,
754,2246.682624,0.748894208,3,,
755,2233.651974,0.744550658,3,,
756,2119.270061,0.706423354,3,,
757,2203.553797,0.734517932,3,,
